vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,rate_code_id,store_and_fwd_flag,pickup_location_id,dropoff_location_id,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2,31-01-2019 21:58,31-01-2019 22:07,1,0.65,1,N,48,143,1,7.5,0.5,0.5,1.32,0,0.3,10.12,0
1,18-01-2019 10:12,18-01-2019 10:15,1,0.5,1,Y,90,68,1,4,0,0.5,0.95,0,0.3,5.75,
2,17-01-2019 13:21,17-01-2019 13:39,1,3.3,1,N,234,13,1,15,0,0.5,3.16,0,0.3,18.96,
2,27-01-2019 11:01,27-01-2019 11:12,1,2.17,1,N,239,262,1,10,0,0.5,2.16,0,0.3,12.96,0
2,18-01-2019 00:10,18-01-2019 00:20,1,2.37,1,N,249,231,1,9.5,0.5,0.5,2.16,0,0.3,12.96,
2,17-01-2019 06:46,17-01-2019 06:50,1,0.89,1,N,263,75,1,5.5,0,0.5,1,0,0.3,7.3,
2,18-01-2019 23:08,18-01-2019 23:40,1,6.2,1,N,164,49,1,24,0.5,0.5,6.32,0,0.3,31.62,
2,24-01-2019 10:52,24-01-2019 11:31,1,3.02,1,N,142,170,1,23.5,0,0.5,4.86,0,0.3,29.16,0
1,07-01-2019 11:13,07-01-2019 11:22,1,2.1,1,N,141,143,1,9,0,0.5,1.95,0,0.3,11.75,
2,30-01-2019 15:36,30-01-2019 15:40,1,0.59,1,N,100,186,2,4.5,0,0.5,0,0,0.3,5.3,0
2,31-01-2019 14:36,31-01-2019 14:50,1,1.56,1,N,229,48,1,10,0,0.5,2.16,0,0.3,12.96,0
1,16-01-2019 14:26,16-01-2019 14:29,1,0.4,1,N,236,236,1,4,0,0.5,1.15,0,0.3,5.95,
1,26-01-2019 15:28,26-01-2019 15:35,1,0.5,1,N,246,246,1,6,0,0.5,1,0,0.3,7.8,0
1,15-01-2019 18:02,15-01-2019 18:16,1,2.5,1,N,4,233,1,11.5,1,0.5,2.65,0,0.3,15.95,
2,06-01-2019 20:06,06-01-2019 20:22,1,3.16,1,N,249,233,1,13,0.5,0.5,2.86,0,0.3,17.16,
2,22-01-2019 07:04,22-01-2019 07:29,1,9.85,5,N,36,133,1,26.29,0,0.5,0,0,0.3,27.09,0
1,25-01-2019 21:14,25-01-2019 21:52,1,19.9,2,N,140,132,2,52,0,0.5,0,5.76,0.3,58.56,0
2,08-01-2019 17:31,08-01-2019 18:10,1,19.23,2,N,132,236,1,52,4.5,0.5,18.92,5.76,0.3,81.98,
1,29-01-2019 19:14,29-01-2019 19:27,1,1.1,1,N,233,164,1,9.5,1,0.5,2.25,0,0.3,13.55,0
2,19-01-2019 19:02,19-01-2019 19:12,1,0.71,1,N,161,100,2,7.5,0,0.5,0,0,0.3,8.3,
2,09-01-2019 16:45,09-01-2019 16:51,1,0.85,1,N,140,262,1,5.5,1,0.5,1.46,0,0.3,8.76,
2,19-01-2019 00:06,19-01-2019 00:17,1,0.8,1,N,114,148,1,8,0.5,0.5,1.86,0,0.3,11.16,
2,18-01-2019 23:25,18-01-2019 23:31,1,1.55,1,N,236,237,1,7,0.5,0.5,1.66,0,0.3,9.96,
1,31-01-2019 19:09,31-01-2019 19:26,1,2.6,1,Y,90,148,1,12.5,1,0.5,2.85,0,0.3,17.15,0
2,09-01-2019 17:57,09-01-2019 18:09,1,1.32,1,N,143,161,1,9,1,0.5,1.62,0,0.3,12.42,
2,13-01-2019 17:11,13-01-2019 17:18,1,2.86,1,N,132,10,2,9.5,0,0.5,0,0,0.3,10.3,
2,08-01-2019 23:06,08-01-2019 23:43,1,21.42,1,N,132,40,1,57.5,0.5,0.5,11.76,0,0.3,70.56,
1,02-01-2019 09:23,02-01-2019 09:35,1,2.2,1,N,142,236,2,10.5,0,0.5,0,0,0.3,11.3,
1,20-01-2019 10:54,20-01-2019 11:03,1,1.3,1,N,148,113,1,7.5,0,0.5,1.65,0,0.3,9.95,
1,29-01-2019 06:12,29-01-2019 06:23,1,2.7,1,N,79,230,1,11,0,0.5,1.25,0,0.3,13.05,0
4,25-01-2019 19:37,25-01-2019 19:42,1,0.61,1,N,142,142,2,4.5,1,0.5,0,0,0.3,6.3,
1,15-01-2019 08:50,15-01-2019 08:58,1,0.7,1,N,164,170,2,7,0,0.5,0,0,0.3,7.8,
1,19-01-2019 02:03,19-01-2019 02:11,1,1.5,1,N,170,107,1,7.5,0.5,0.5,1,0,0.3,9.8,
2,06-01-2019 19:56,06-01-2019 20:04,1,1.02,1,N,233,163,2,6.5,0,0.5,0,0,0.3,7.3,
2,24-01-2019 20:06,24-01-2019 20:24,1,0,1,N,88,48,1,11.5,0.5,0.5,2.56,0,0.3,15.36,0
2,30-01-2019 14:01,30-01-2019 14:08,1,0.75,1,N,263,237,1,6,0,0.5,1.36,0,0.3,8.16,0
2,26-01-2019 19:11,26-01-2019 19:15,1,0.5,1,N,249,158,1,4.5,0,0.5,2,0,0.3,7.3,0
2,21-01-2019 14:17,21-01-2019 14:22,1,0.6,1,N,88,87,2,4.5,0,0.5,0,0,0.3,5.3,0
2,20-01-2019 02:09,20-01-2019 02:25,1,5.07,1,N,148,36,1,17,0.5,0.5,3.66,0,0.3,21.96,
1,01-01-2019 12:51,01-01-2019 12:53,1,0.8,1,N,262,141,1,5,0,0.5,1.15,0,0.3,6.95,
2,09-01-2019 08:12,09-01-2019 08:20,1,1.3,1,N,114,231,1,7,0,0.5,1.56,0,0.3,9.36,
2,21-01-2019 23:11,21-01-2019 23:32,1,11.45,1,N,138,231,1,33.5,0.5,0.5,8.7,0,0.3,43.5,0
2,25-01-2019 15:13,25-01-2019 15:18,1,0.73,1,N,113,79,2,5.5,0,0.5,0,0,0.3,6.3,0
2,06-01-2019 09:47,06-01-2019 09:54,1,1.06,1,N,237,161,1,6.5,0,0.5,0.7,0,0.3,8,
2,23-01-2019 17:01,23-01-2019 18:25,1,15.52,5,N,166,232,1,61.68,0,0.5,0,0,0.3,62.48,0
1,10-01-2019 06:24,10-01-2019 06:30,1,0.7,1,N,79,114,2,5.5,0,0.5,0,0,0.3,6.3,
2,19-01-2019 19:04,19-01-2019 19:09,1,0.62,1,N,24,151,1,5,0,0.5,0,0,0.3,5.8,
2,18-01-2019 11:44,18-01-2019 12:05,1,2.68,1,N,237,90,1,14.5,0,0.5,3.06,0,0.3,18.36,
1,11-01-2019 16:42,11-01-2019 16:48,1,0.8,1,N,263,237,2,6,1,0.5,0,0,0.3,7.8,
1,22-01-2019 20:17,22-01-2019 20:27,1,1.8,1,N,142,229,2,9,0.5,0.5,0,0,0.3,10.3,0
2,22-01-2019 15:12,22-01-2019 15:24,1,2.07,1,N,144,164,1,10,0,0.5,2.16,0,0.3,12.96,0
2,20-01-2019 17:59,20-01-2019 18:05,1,0.68,1,N,162,164,1,5.5,0,0.5,1.26,0,0.3,7.56,
1,28-01-2019 08:56,28-01-2019 09:02,1,0.9,1,N,113,234,2,6,0,0.5,0,0,0.3,6.8,0
1,04-01-2019 21:16,04-01-2019 21:33,1,4.3,1,N,140,68,1,16.5,0.5,0.5,2.67,0,0.3,20.47,
1,28-01-2019 12:52,28-01-2019 13:15,1,5.3,1,N,100,74,1,20,0,0.5,0,0,0.3,20.8,0
1,11-01-2019 20:26,11-01-2019 20:27,1,0.4,1,N,239,239,2,3.5,0.5,0.5,0,0,0.3,4.8,
2,16-01-2019 06:59,16-01-2019 07:08,1,1.37,1,N,230,186,1,8,0,0.5,2.64,0,0.3,11.44,
1,18-01-2019 16:17,18-01-2019 16:21,1,0.6,1,N,249,234,2,4.5,1,0.5,0,0,0.3,6.3,
2,31-01-2019 17:41,31-01-2019 17:48,1,1.4,1,N,236,142,1,7,1,0.5,1.76,0,0.3,10.56,0
1,16-01-2019 21:24,16-01-2019 21:33,1,1.1,1,N,234,79,1,8,0.5,0.5,1.85,0,0.3,11.15,
2,19-01-2019 23:45,19-01-2019 23:58,1,2.96,1,N,90,143,1,11.5,0.5,0.5,2,0,0.3,14.8,
2,31-01-2019 00:10,31-01-2019 00:17,1,2.64,1,N,162,75,1,9,0.5,0.5,2.06,0,0.3,12.36,0
1,02-01-2019 05:34,02-01-2019 05:45,1,2.6,1,N,238,237,1,11,0.5,0.5,2.45,0,0.3,14.75,
1,26-01-2019 09:24,26-01-2019 09:26,1,0.6,1,N,75,263,1,4,0,0.5,0,0,0.3,4.8,0
2,27-01-2019 19:40,27-01-2019 19:46,1,1.28,1,N,239,237,1,6.5,0,0.5,1.46,0,0.3,8.76,0
1,15-01-2019 14:47,15-01-2019 15:32,1,18.9,3,N,162,1,1,73,0,0,17.75,15.5,0.3,106.55,
2,21-01-2019 16:06,21-01-2019 16:25,1,3.95,1,N,68,263,1,15,0,0.5,3.16,0,0.3,18.96,0
2,12-01-2019 20:16,12-01-2019 20:23,1,0.73,1,N,170,234,1,6,0.5,0.5,1.1,0,0.3,8.4,
1,28-01-2019 15:46,28-01-2019 16:02,1,3.1,1,N,161,151,1,13.5,1,0.5,3.06,0,0.3,18.36,0
2,22-01-2019 15:15,22-01-2019 15:20,1,0.65,1,N,186,90,1,5,0,0.5,1.16,0,0.3,6.96,0
2,29-01-2019 21:59,29-01-2019 22:07,1,1.18,1,N,229,141,1,7,0.5,0.5,0.83,0,0.3,9.13,0
1,30-01-2019 09:51,30-01-2019 10:08,1,1.2,1,N,48,50,1,11.5,0,0.5,3.05,0,0.3,15.35,0
2,23-01-2019 07:24,23-01-2019 07:47,1,3.32,1,N,100,231,1,17.5,0,0.5,3.66,0,0.3,21.96,0
1,13-01-2019 15:24,13-01-2019 15:30,1,1.3,1,N,246,90,2,7,0,0.5,0,0,0.3,7.8,
2,01-01-2019 05:55,01-01-2019 06:05,1,3.18,1,N,90,88,1,11,0.5,0.5,0,0,0.3,12.3,
1,31-01-2019 20:15,31-01-2019 20:24,1,1.6,1,N,163,239,1,8.5,0.5,0.5,2.5,0,0.3,12.3,0
2,14-01-2019 17:43,14-01-2019 17:56,1,2.24,1,N,230,43,1,10,1,0.5,1.77,0,0.3,13.57,
2,07-01-2019 09:55,07-01-2019 10:01,1,1.52,1,N,43,142,1,7,0,0.5,1.17,0,0.3,8.97,
1,11-01-2019 16:05,11-01-2019 16:07,1,0.3,1,N,236,236,1,3.5,1,0.5,1,0,0.3,6.3,
1,26-01-2019 05:49,26-01-2019 05:56,1,1.2,1,N,41,75,2,6.5,0.5,0.5,0,0,0.3,7.8,0
2,15-01-2019 15:46,15-01-2019 16:26,1,6.32,1,N,138,162,1,29,0,0.5,7.45,0,0.3,37.25,
2,01-01-2019 14:01,01-01-2019 14:02,1,0.6,5,N,132,132,1,57.6,0,0.5,11.68,0,0.3,70.08,
1,17-01-2019 22:01,17-01-2019 22:04,1,0.7,1,N,237,237,1,4.5,0.5,0.5,1.15,0,0.3,6.95,
1,29-01-2019 11:24,29-01-2019 11:48,1,3.4,1,N,143,234,2,16.5,0,0.5,0,0,0.3,17.3,0
1,20-01-2019 10:08,20-01-2019 10:24,1,3.1,1,N,166,141,1,14,0,0.5,2,0,0.3,16.8,
1,23-01-2019 10:25,23-01-2019 10:35,1,1.3,1,N,263,237,1,8,0,0.5,1.75,0,0.3,10.55,0
2,30-01-2019 17:47,30-01-2019 17:52,1,1.13,1,N,48,237,1,6,1,0.5,1.56,0,0.3,9.36,0
1,25-01-2019 12:56,25-01-2019 13:27,1,3.6,1,N,90,141,2,20,0,0.5,0,0,0.3,20.8,0
2,25-01-2019 10:09,25-01-2019 10:25,1,2.52,1,N,163,246,1,12,0,0.5,2.56,0,0.3,15.36,0
1,25-01-2019 09:40,25-01-2019 09:49,1,0.7,1,N,170,230,1,7,0,0.5,1.55,0,0.3,9.35,0
1,20-01-2019 03:23,20-01-2019 03:37,1,3.4,1,N,151,161,2,13.5,0.5,0.5,0,0,0.3,14.8,
2,01-01-2019 18:43,01-01-2019 18:58,1,2.83,1,N,186,4,1,12,0,0.5,2.56,0,0.3,15.36,
1,19-01-2019 20:05,19-01-2019 20:11,1,0.7,1,N,125,144,1,5.5,0.5,0.5,1.35,0,0.3,8.15,
1,31-01-2019 17:20,31-01-2019 18:16,1,9.9,1,N,22,177,1,40.5,1,0.5,0,5,0.3,47.3,0
2,23-01-2019 11:38,23-01-2019 11:58,1,2,1,N,229,234,2,13.5,0,0.5,0,0,0.3,14.3,0
2,14-01-2019 06:28,14-01-2019 06:32,1,0.97,1,N,164,161,2,5,0,0.5,0,0,0.3,5.8,
2,17-01-2019 11:14,17-01-2019 11:34,1,2.55,1,N,230,140,1,13.5,0,0.5,2.86,0,0.3,17.16,
2,08-01-2019 22:41,08-01-2019 23:00,1,8.65,1,N,144,14,2,25.5,0.5,0.5,0,0,0.3,26.8,
1,14-01-2019 13:04,14-01-2019 13:43,1,4.2,1,N,143,107,2,25,0,0.5,0,0,0.3,25.8,
2,10-01-2019 15:45,10-01-2019 15:55,1,1.6,1,N,234,230,1,8,0,0.5,2.2,0,0.3,11,
1,27-01-2019 04:05,27-01-2019 04:07,1,0.7,1,N,68,186,1,4,0.5,0.5,1.05,0,0.3,6.35,0
2,20-01-2019 12:11,20-01-2019 12:24,1,2.37,1,N,170,144,1,11,0,0.5,2.36,0,0.3,14.16,
2,21-01-2019 18:20,21-01-2019 18:24,1,1.07,1,N,233,137,2,5,0,0.5,0,0,0.3,5.8,0
1,17-01-2019 15:35,17-01-2019 15:41,1,0.7,1,N,48,230,1,5.5,0,0.5,1.25,0,0.3,7.55,
2,31-01-2019 17:54,31-01-2019 18:07,1,1.99,1,N,239,141,1,10.5,1,0.5,2.46,0,0.3,14.76,0
1,11-01-2019 11:43,11-01-2019 11:47,1,0.4,1,N,166,24,2,4.5,0,0.5,0,0,0.3,5.3,
2,17-01-2019 22:16,17-01-2019 22:31,1,2.38,1,N,234,229,1,12,0.5,0.5,2,0,0.3,15.3,
2,16-01-2019 21:01,16-01-2019 21:18,1,3.06,1,N,162,68,1,12.5,0.5,0.5,2.76,0,0.3,16.56,
1,23-01-2019 13:53,23-01-2019 13:59,1,0.7,1,N,170,162,1,6,0,0.5,1.35,0,0.3,8.15,0
2,12-01-2019 15:51,12-01-2019 15:54,1,0.74,1,N,140,262,1,4.5,0,0.5,1.59,0,0.3,6.89,
1,30-01-2019 09:37,30-01-2019 09:54,1,2.5,1,N,230,246,1,12.5,0,0.5,2.65,0,0.3,15.95,0
2,17-01-2019 23:20,17-01-2019 23:32,1,1.96,1,N,163,238,1,10,0.5,0.5,2.26,0,0.3,13.56,
2,02-01-2019 14:27,02-01-2019 14:33,1,0.85,1,N,234,234,1,5.5,0,0.5,1.58,0,0.3,7.88,
1,18-01-2019 18:56,18-01-2019 19:21,1,9.2,1,N,138,151,1,28.5,1,0.5,7.2,5.76,0.3,43.26,
2,31-01-2019 22:33,31-01-2019 22:39,1,1.04,1,N,238,166,1,6,0.5,0.5,1.46,0,0.3,8.76,0
1,31-01-2019 08:21,31-01-2019 08:57,1,9.6,1,N,141,242,1,33,0,0.5,6.76,0,0.3,40.56,0
1,10-01-2019 07:32,10-01-2019 07:43,1,1.3,1,N,186,137,1,8.5,0,0.5,1.85,0,0.3,11.15,
2,14-01-2019 20:05,14-01-2019 20:15,1,2.04,1,N,237,236,1,9.5,0.5,0.5,0.54,0,0.3,11.34,
2,17-01-2019 00:21,17-01-2019 00:39,1,4.27,1,N,249,25,2,16,0.5,0.5,0,0,0.3,17.3,
2,22-01-2019 08:25,22-01-2019 08:47,1,5.17,1,N,13,137,1,18.5,0,0.5,3.86,0,0.3,23.16,0
1,17-01-2019 21:26,17-01-2019 21:39,1,2.8,1,N,230,238,1,11.5,0.5,0.5,2.55,0,0.3,15.35,
1,22-01-2019 00:02,22-01-2019 00:24,1,11.5,1,N,138,48,1,33,0.5,0.5,10,5.76,0.3,50.06,0
2,02-01-2019 22:08,02-01-2019 22:18,1,1.25,1,N,249,68,2,8,0.5,0.5,0,0,0.3,9.3,
1,02-01-2019 19:30,02-01-2019 19:43,1,2.8,1,N,249,48,1,12,1,0.5,2.75,0,0.3,16.55,
2,06-01-2019 03:38,06-01-2019 03:41,1,0.59,1,N,246,186,2,4.5,0.5,0.5,0,0,0.3,5.8,
1,20-01-2019 20:26,20-01-2019 20:33,1,1.2,1,N,264,264,1,6.5,0.5,0.5,1.55,0,0.3,9.35,
2,30-01-2019 09:38,30-01-2019 09:58,1,1.6,1,N,142,237,1,13,0,0.5,2.76,0,0.3,16.56,0
1,02-01-2019 11:55,02-01-2019 12:01,1,1,1,N,236,237,2,6.5,0,0.5,0,0,0.3,7.3,
2,14-01-2019 08:45,14-01-2019 09:01,1,2.34,1,N,143,140,1,11.5,0,0.5,1.84,0,0.3,16.09,
1,03-01-2019 08:11,03-01-2019 08:27,1,2.3,1,N,236,161,1,12.5,0,0.5,2.65,0,0.3,15.95,
1,01-01-2019 01:46,01-01-2019 02:00,1,2.9,1,N,263,41,1,12,0.5,0.5,3.95,0,0.3,17.25,
1,11-01-2019 10:48,11-01-2019 11:14,1,5.7,1,N,100,87,1,22.5,0,0.5,4.65,0,0.3,27.95,
1,07-01-2019 18:03,07-01-2019 18:07,1,0.8,1,N,234,170,1,5,1,0.5,1.5,0,0.3,8.3,
1,11-01-2019 08:12,11-01-2019 08:41,1,2.9,1,Y,151,237,1,18,0,0.5,3.76,0,0.3,22.56,
2,23-01-2019 10:24,23-01-2019 10:33,1,0.7,1,N,237,163,1,7,0,0.5,1.56,0,0.3,9.36,0
1,18-01-2019 08:13,18-01-2019 08:19,1,0.7,1,N,162,237,1,6,0,0.5,0.5,0,0.3,7.3,
1,29-01-2019 09:16,29-01-2019 09:28,1,1.4,1,N,162,234,1,9.5,0,0.5,2.05,0,0.3,12.35,0
1,21-01-2019 13:31,21-01-2019 13:35,1,0.9,1,N,41,41,2,5,0,0.5,0,0,0.3,5.8,0
2,07-01-2019 16:38,07-01-2019 16:58,1,1.97,1,N,163,234,1,13,1,0.5,1,0,0.3,15.8,
2,14-01-2019 18:00,14-01-2019 18:04,1,0.98,1,N,142,43,1,5,1,0.5,1.36,0,0.3,8.16,
1,16-01-2019 14:11,16-01-2019 14:18,1,0.9,1,N,186,90,2,6,0,0.5,0,0,0.3,6.8,
1,24-01-2019 16:58,24-01-2019 17:14,1,1.1,1,N,161,186,1,11,1,0.5,2.55,0,0.3,15.35,0
2,02-01-2019 10:26,02-01-2019 10:40,1,2.57,1,N,141,48,1,11.5,0,0.5,2.46,0,0.3,14.76,
1,14-01-2019 10:46,14-01-2019 10:59,1,1.1,1,N,237,161,1,9.5,0,0.5,1,0,0.3,11.3,
2,09-01-2019 19:17,09-01-2019 19:19,1,0.46,1,N,143,143,1,3.5,1,0.5,1.06,0,0.3,6.36,
2,01-01-2019 07:19,01-01-2019 07:45,1,20.09,2,N,132,237,1,52,0,0.5,11.71,5.76,0.3,70.27,
2,16-01-2019 14:55,16-01-2019 15:01,1,1.16,1,N,142,68,2,6.5,0,0.5,0,0,0.3,7.3,
2,02-01-2019 21:14,02-01-2019 21:19,1,0.87,1,N,230,163,1,5.5,0.5,0.5,1.36,0,0.3,8.16,
1,10-01-2019 05:50,10-01-2019 05:54,1,0.7,1,N,141,236,2,5,0,0.5,0,0,0.3,5.8,
2,01-01-2019 12:44,01-01-2019 12:54,1,1.85,1,N,162,142,2,9,0,0.5,0,0,0.3,9.8,
1,07-01-2019 10:58,07-01-2019 11:10,1,1.6,1,N,164,163,2,9.5,0,0.5,0,0,0.3,10.3,
2,21-01-2019 12:40,21-01-2019 12:56,1,3.53,1,N,87,234,1,13.5,0,0.5,2.86,0,0.3,17.16,0
1,18-01-2019 06:35,18-01-2019 06:43,1,2.3,1,N,113,230,1,9,0,0.5,1.95,0,0.3,11.75,
1,13-01-2019 21:59,13-01-2019 22:00,1,0.3,1,N,75,75,2,3,0.5,0.5,0,0,0.3,4.3,
1,20-01-2019 19:09,20-01-2019 19:25,1,2.3,1,N,234,232,1,12,0,0.5,1.92,0,0.3,14.72,
2,01-01-2019 00:41,01-01-2019 00:47,1,0.84,1,N,65,25,1,6.5,0.5,0.5,1.56,0,0.3,9.36,
2,17-01-2019 22:16,17-01-2019 22:40,1,5.28,1,N,234,40,2,20.5,0.5,0.5,0,0,0.3,21.8,
2,30-01-2019 08:30,30-01-2019 08:33,1,0.39,1,N,231,231,2,4,0,0.5,0,0,0.3,4.8,0
1,18-01-2019 15:50,18-01-2019 16:03,1,1.9,1,N,161,236,2,10,0,0.5,0,0,0.3,10.8,
1,01-01-2019 21:18,01-01-2019 21:25,1,0.8,1,N,100,161,2,6.5,0.5,0.5,0,0,0.3,7.8,
2,03-01-2019 17:02,03-01-2019 17:47,1,12.9,5,N,237,51,1,43.6,0,0,0,0,0.3,43.9,
2,21-01-2019 15:36,21-01-2019 16:00,1,6.81,1,N,236,13,1,23,0,0.5,2.2,0,0.3,26,0
1,30-01-2019 01:05,30-01-2019 01:23,1,5.7,1,N,163,129,2,19,0.5,0.5,0,0,0.3,20.3,0
1,24-01-2019 21:51,24-01-2019 21:59,1,0.5,1,N,48,48,2,6.5,0.5,0.5,0,0,0.3,7.8,0
2,13-01-2019 18:22,13-01-2019 18:42,1,6.36,1,N,144,262,1,21,0,0.5,1.75,0,0.3,23.55,
1,24-01-2019 12:30,24-01-2019 12:41,1,0.4,1,N,161,230,1,8,0,0.5,1.75,0,0.3,10.55,0
2,19-01-2019 01:07,19-01-2019 01:19,1,4.49,1,N,79,140,1,15,0.5,0.5,2,0,0.3,18.3,
1,03-01-2019 15:50,03-01-2019 15:53,1,0.8,1,N,125,158,1,4.5,0,0.5,1.05,0,0.3,6.35,
1,10-01-2019 11:34,10-01-2019 11:42,1,1.1,1,N,229,140,1,7,0,0.5,2.3,0,0.3,10.1,
1,02-01-2019 09:10,02-01-2019 09:25,1,3,1,N,50,166,1,12.5,0,0.5,1.5,0,0.3,14.8,
1,30-01-2019 17:22,30-01-2019 17:37,1,2.3,1,N,186,144,1,11.5,1,0.5,2.65,0,0.3,15.95,0
1,27-01-2019 03:28,27-01-2019 03:36,1,1.8,1,N,79,170,1,8,0.5,0.5,2.75,0,0.3,12.05,0
2,12-01-2019 21:38,12-01-2019 21:56,1,4.36,1,N,24,243,2,16,0.5,0.5,0,0,0.3,17.3,
1,12-01-2019 13:27,12-01-2019 13:30,1,0.5,1,N,237,161,1,4.5,0,0.5,1.05,0,0.3,6.35,
2,22-01-2019 12:07,22-01-2019 12:17,1,1.73,1,N,229,236,2,8,0,0.5,0,0,0.3,8.8,0
1,27-01-2019 23:04,27-01-2019 23:11,1,3.4,1,N,148,88,1,11.5,0.5,0.5,1.92,0,0.3,14.72,0
2,20-01-2019 17:19,20-01-2019 18:02,1,7.91,1,N,230,33,1,33,0,0.5,8.45,0,0.3,42.25,
2,15-01-2019 22:22,15-01-2019 22:24,1,0.27,1,N,113,249,1,3.5,0.5,0.5,0.96,0,0.3,5.76,
2,25-01-2019 17:37,25-01-2019 17:45,1,1.02,1,N,125,113,1,7,1,0.5,1,0,0.3,9.8,0
4,24-01-2019 08:24,24-01-2019 08:37,1,1.31,1,N,236,75,1,9.5,0,0.5,1,0,0.3,11.3,
2,04-01-2019 11:08,04-01-2019 12:14,1,57.95,5,N,223,265,1,140,0,0.5,10,0,0.3,150.8,
2,26-01-2019 01:55,26-01-2019 02:00,1,0.8,1,N,249,90,1,5,0.5,0.5,0.94,0,0.3,7.24,0
1,30-01-2019 22:57,30-01-2019 23:16,1,3.7,1,N,239,249,2,15.5,0.5,0.5,0,0,0.3,16.8,0
2,11-01-2019 16:55,11-01-2019 17:09,1,2.63,1,N,100,239,1,11.5,1,0.5,2.66,0,0.3,15.96,
1,19-01-2019 20:23,19-01-2019 20:50,1,16.3,2,N,132,234,1,52,0,0.5,8,5.76,0.3,66.56,
2,30-01-2019 21:19,30-01-2019 21:22,1,0.48,1,N,170,170,1,4,0.5,0.5,1.06,0,0.3,6.36,0
2,16-01-2019 10:20,16-01-2019 10:46,1,6.29,1,N,13,170,1,23.5,0,0.5,4.86,0,0.3,29.16,
1,16-01-2019 10:01,16-01-2019 10:04,1,0.3,1,N,142,142,1,3.5,0,0.5,0.64,0,0.3,4.94,
1,24-01-2019 10:41,24-01-2019 11:28,1,17.8,3,N,162,1,1,72,0,0,16.55,10.5,0.3,99.35,0
1,29-01-2019 17:59,29-01-2019 18:10,1,1.5,1,N,68,230,1,9,1,0.5,2.15,0,0.3,12.95,0
2,12-01-2019 17:52,12-01-2019 17:58,1,0.79,1,N,246,246,1,6,0,0.5,1,0,0.3,7.8,
2,21-01-2019 13:21,21-01-2019 13:31,1,2.31,1,N,50,90,1,10,0,0.5,2.16,0,0.3,12.96,0
1,07-01-2019 09:35,07-01-2019 09:58,1,2.4,1,N,237,230,1,15.5,0,0.5,1,0,0.3,17.3,
2,22-01-2019 20:31,22-01-2019 20:51,1,2.7,1,N,234,141,1,14,0.5,0.5,3.06,0,0.3,18.36,0
1,06-01-2019 05:07,06-01-2019 05:13,1,1.4,1,N,142,246,1,7,0.5,0.5,1.65,0,0.3,9.95,
1,26-01-2019 09:16,26-01-2019 09:17,1,0.5,1,N,151,238,1,3.5,0,0.5,1.25,0,0.3,5.55,0
2,15-01-2019 17:45,15-01-2019 17:48,1,0.41,1,N,90,249,1,4,1,0.5,0,0,0.3,5.8,
1,25-01-2019 16:02,25-01-2019 16:13,1,0.6,1,N,186,246,1,8,1,0.5,5,0,0.3,14.8,0
2,31-01-2019 06:28,31-01-2019 06:35,1,1.87,1,N,237,170,1,8,0,0.5,1.76,0,0.3,10.56,0
2,09-01-2019 12:50,09-01-2019 13:15,1,1.68,1,N,234,161,1,16,0,0.5,2,0,0.3,18.8,
2,10-01-2019 17:20,10-01-2019 17:27,1,0.73,1,N,164,230,1,6,1,0.5,1,0,0.3,8.8,
2,04-01-2019 02:03,04-01-2019 02:10,1,1.74,1,N,230,68,1,7.5,0.5,0.5,1.76,0,0.3,10.56,
2,03-01-2019 16:38,03-01-2019 16:53,1,2.7,1,N,161,263,2,12,1,0.5,0,0,0.3,13.8,
1,29-01-2019 21:04,29-01-2019 21:17,1,2.4,1,N,48,249,1,10.5,0.5,0.5,2.35,0,0.3,14.15,0
1,21-01-2019 18:52,21-01-2019 18:57,1,0.6,1,N,144,79,2,5.5,0,0.5,0,0,0.3,6.3,0
2,13-01-2019 18:25,13-01-2019 18:48,1,4.31,1,N,158,33,1,16.5,0,0.5,3.46,0,0.3,20.76,
2,08-01-2019 23:57,09-01-2019 00:37,1,13.71,1,N,132,181,1,40.5,0.5,0.5,3,0,0.3,44.8,
1,22-01-2019 16:51,22-01-2019 16:59,1,0.8,1,N,230,237,1,6.5,1,0.5,1.65,0,0.3,9.95,0
1,28-01-2019 08:12,28-01-2019 08:29,1,1.8,1,N,43,236,1,12,0,0.5,1,0,0.3,13.8,0
2,17-01-2019 05:49,17-01-2019 05:58,1,2.27,1,N,226,7,2,9.5,0.5,0.5,0,0,0.3,10.8,
2,26-01-2019 13:53,26-01-2019 14:13,1,3.03,1,N,163,249,2,14.5,0,0.5,0,0,0.3,15.3,0
1,11-01-2019 16:18,11-01-2019 16:34,1,3.4,1,N,25,228,2,13.5,1,0.5,0,0,0.3,15.3,
1,12-01-2019 18:21,12-01-2019 18:35,1,1.2,1,N,90,224,2,10,0,0.5,0,0,0.3,10.8,
1,10-01-2019 23:49,11-01-2019 00:22,1,2.4,1,N,162,145,1,21,0.5,0.5,3.35,0,0.3,25.65,
1,07-01-2019 23:04,07-01-2019 23:16,1,2.7,1,N,13,90,1,11.5,0.5,0.5,2.55,0,0.3,15.35,
1,29-01-2019 20:40,29-01-2019 20:43,1,0.5,1,N,230,163,2,4.5,0.5,0.5,0,0,0.3,5.8,0
